order_id;customer_id;order_date;total_amount_idr;shipping_city;shipping_province;shipping_cost_idr;payment_method;order_status;promo_code;discount_amount_idr;courier
ORD000710;CUST0147;28/01/2024;279000;Jakarta;DKI Jakarta;8517;Kartu Kredit;cancelled;;;SiCepat
ORD000711;CUST0629;09/04/2023;68818;Padang;Sumatera Barat;28412;Kartu Kredit;delivered;NEWUSER;29182;J&T
ORD000712;CUST0506;30/12/2023;99000;Jakarta;DKI Jakarta;9175;QRIS;returned;;;SiCepat
ORD000713;CUST0299;15/01/2024;884324;Manado;Sulawesi Utara;35771;OVO;delivered;SALE2024;13676;JNE
ORD000714;CUST0582;11/05/2024;249000;Medan;Sumatera Utara;31466;GoPay;processing;;;J&T
ORD000715;CUST0533;04/01/2023;543592;Yogyakarta;DI Yogyakarta;14133;Kartu Kredit;processing;NEWUSER;23408;JNE
ORD000716;CUST0771;22/08/2023;378000;Yogyakarta;DI Yogyakarta;13187;QRIS;delivered;;;Anteraja
ORD000717;CUST0391;21/06/2022;627547;Pontianak;Kalimantan Barat;37938;QRIS;cancelled;HARBOLNAS22;17453;Anteraja
ORD000718;CUST0193;12/10/2022;1015392;Medan;Sumatera Utara;26533;QRIS;cancelled;HARI BELANJA;32608;J&T
ORD000719;CUST0544;21/12/2024;442141;Manado;Sulawesi Utara;32799;Transfer Bank;delivered;MEMBER10;25859;J&T
ORD000720;CUST0066;29/07/2023;464915;Malang;Jawa Timur;14621;OVO;processing;FLASHSALE;33085;JNE
ORD000721;CUST0518;20/01/2022;299000;Manado;Sulawesi Utara;33689;QRIS;delivered;;;J&T
ORD000722;CUST0563;20/02/2023;604187;Yogyakarta;DI Yogyakarta;16789;Kartu Kredit;shipped;FLASHSALE;43813;J&T
ORD000723;CUST0399;14/09/2023;44697;Banjarmasin;Kalimantan Selatan;37318;OVO;processing;WEEKEND25;14303;J&T
ORD000724;CUST0488;11/12/2024;528000;Bekasi;Jawa Barat;13393;Transfer Bank;delivered;;;J&T
ORD000725;CUST0253;08/04/2023;79000;Banjarmasin;Kalimantan Selatan;37720;Kartu Kredit;delivered;;;JNE
ORD000726;CUST0718;02/09/2023;1472598;Pontianak;Kalimantan Barat;33410;GoPay;delivered;FLASHSALE;23402;J&T
ORD000727;CUST0162;06/02/2025;299000;Manado;Sulawesi Utara;38295;GoPay;delivered;;;SiCepat
ORD000728;CUST0728;05/06/2022;498000;Tangerang;Banten;11456;GoPay;returned;;;JNE
ORD000729;CUST0740;15/11/2024;49000;Denpasar;Bali;23666;OVO;shipped;;;JNE
ORD000730;CUST0774;10/09/2022;1182565;Padang;Sumatera Barat;26101;OVO;delivered;HARI BELANJA;15435;J&T
ORD000731;CUST0150;23/03/2022;628000;Makassar;Sulawesi Selatan;33169;Transfer Bank;delivered;;;JNE
ORD000732;CUST0679;04/08/2023;349000;Padang;Sumatera Barat;37667;QRIS;shipped;;;J&T
ORD000733;CUST0386;14/10/2023;567000;Padang;Sumatera Barat;30533;GoPay;delivered;;;JNE
ORD000734;CUST0017;12/12/2022;408025;Surabaya;Jawa Timur;14306;QRIS;returned;RAMADAN23;47975;J&T
ORD000735;CUST0078;20/04/2024;342586;Bandung;Jawa Barat;13757;Transfer Bank;shipped;RAMADAN23;15414;J&T
ORD000736;CUST0337;04/12/2022;121853;Balikpapan;Kalimantan Timur;36503;OVO;cancelled;NEWUSER;27147;J&T
ORD000737;CUST0480;28/02/2025;98000;Pekanbaru;Riau;25330;Transfer Bank;delivered;;;J&T
ORD000738;CUST0111;16/07/2023;1055497;Pontianak;Kalimantan Barat;41405;Transfer Bank;delivered;SALE2024;11503;Anteraja
ORD000739;CUST0213;23/08/2022;206360;Medan;Sumatera Utara;35770;GoPay;delivered;SALE2024;42640;SiCepat
ORD000740;CUST0686;02/01/2022;618000;Makassar;Sulawesi Selatan;30340;GoPay;shipped;;;JNE
ORD000741;CUST0347;16/03/2023;89000;Depok;Jawa Barat;10662;OVO;cancelled;;;SiCepat
ORD000742;CUST0672;20/02/2025;59000;Malang;Jawa Timur;20820;Kartu Kredit;processing;;;JNE
ORD000743;CUST0610;18/02/2024;581775;Depok;Jawa Barat;9933;OVO;processing;MEMBER10;14225;J&T
ORD000744;CUST0344;25/10/2024;948000;Bekasi;Jawa Barat;9414;OVO;delivered;;;Anteraja
ORD000745;CUST0175;01/11/2024;648000;Palembang;Sumatera Selatan;23349;Transfer Bank;delivered;;;SiCepat
ORD000746;CUST0263;28/01/2024;399000;Palembang;Sumatera Selatan;33760;Transfer Bank;returned;;;Anteraja
ORD000747;CUST0691;01/04/2024;129000;Bogor;Jawa Barat;14073;QRIS;shipped;;;SiCepat
ORD000748;CUST0128;22/03/2024;1427000;Banjarmasin;Kalimantan Selatan;31813;GoPay;delivered;;;Anteraja
ORD000749;CUST0101;13/08/2024;1156000;Makassar;Sulawesi Selatan;40783;GoPay;processing;;;JNE
ORD000750;CUST0407;06/11/2024;158000;Pontianak;Kalimantan Barat;34578;Transfer Bank;delivered;;;J&T
ORD000751;CUST0584;15/04/2024;938938;Tangerang;Banten;9701;QRIS;returned;MEMBER10;48062;J&T
ORD000752;CUST0598;19/06/2023;1647000;Depok;Jawa Barat;10110;GoPay;shipped;;;J&T
ORD000753;CUST0390;27/09/2023;598000;Bandung;Jawa Barat;14563;GoPay;shipped;;;JNE
ORD000754;CUST0298;04/08/2022;436791;Depok;Jawa Barat;11700;GoPay;delivered;RAMADAN23;30209;J&T
ORD000755;CUST0539;28/01/2023;279000;Balikpapan;Kalimantan Timur;42679;Transfer Bank;shipped;;;JNE
ORD000756;CUST0504;02/08/2023;316633;Pontianak;Kalimantan Barat;38527;Transfer Bank;delivered;WEEKEND25;12367;JNE
ORD000757;CUST0506;25/10/2023;1054184;Depok;Jawa Barat;13921;GoPay;returned;HARI BELANJA;22816;JNE
ORD000758;CUST0021;26/02/2025;147000;Medan;Sumatera Utara;31306;OVO;delivered;;;JNE
ORD000759;CUST0296;16/02/2025;249000;Bandung;Jawa Barat;12269;GoPay;cancelled;;;Pos Indonesia
ORD000760;CUST0262;18/07/2022;279000;Semarang;Jawa Tengah;14964;OVO;delivered;;;J&T
ORD000761;CUST0563;12/02/2025;797000;Banjarmasin;Kalimantan Selatan;31254;OVO;cancelled;;;J&T
ORD000762;CUST0440;27/07/2024;178000;Malang;Jawa Timur;17556;QRIS;processing;;;J&T
ORD000763;CUST0485;01/08/2023;298871;Pontianak;Kalimantan Barat;32763;Transfer Bank;processing;WEEKEND25;49129;SiCepat
ORD000764;CUST0708;02/09/2023;149000;Medan;Sumatera Utara;37503;OVO;delivered;;;SiCepat
ORD000765;CUST0411;27/12/2023;758702;Surabaya;Jawa Timur;15750;Transfer Bank;delivered;HARI BELANJA;19298;Pos Indonesia
ORD000766;CUST0605;26/11/2023;268682;Jakarta;DKI Jakarta;8989;OVO;delivered;SALE2024;10318;J&T
ORD000767;CUST0308;22/01/2025;499000;Denpasar;Bali;29213;Transfer Bank;delivered;;;JNE
ORD000768;CUST0704;27/04/2024;351245;Bandung;Jawa Barat;14026;OVO;processing;FLASHSALE;47755;J&T
ORD000769;CUST0030;13/03/2023;493363;Pekanbaru;Riau;29548;Kartu Kredit;delivered;NEWUSER;44637;J&T
ORD000770;CUST0198;12/11/2024;877000;Malang;Jawa Timur;16803;QRIS;delivered;;;SiCepat
ORD000771;CUST0353;25/06/2024;45907;Balikpapan;Kalimantan Timur;41282;GoPay;delivered;HARI BELANJA;23093;SiCepat
ORD000772;CUST0254;04/07/2023;1086000;Makassar;Sulawesi Selatan;43858;Transfer Bank;delivered;;;J&T
ORD000773;CUST0539;15/11/2022;119000;Balikpapan;Kalimantan Timur;30231;OVO;cancelled;;;J&T
ORD000774;CUST0241;03/02/2025;129000;Depok;Jawa Barat;13047;QRIS;delivered;;;JNE
ORD000775;CUST0694;15/07/2024;698000;Jakarta;DKI Jakarta;11292;Transfer Bank;delivered;;;SiCepat
ORD000776;CUST0570;10/01/2024;94997;Makassar;Sulawesi Selatan;43929;QRIS;shipped;MEMBER10;34003;SiCepat
ORD000777;CUST0048;18/03/2024;129000;Pekanbaru;Riau;33835;Transfer Bank;delivered;;;JNE
ORD000778;CUST0621;23/02/2024;636000;Malang;Jawa Timur;18837;Transfer Bank;delivered;;;JNE
ORD000779;CUST0087;21/11/2024;149354;Manado;Sulawesi Utara;39926;GoPay;shipped;HARI BELANJA;49646;JNE
ORD000780;CUST0130;26/06/2023;149000;Manado;Sulawesi Utara;39404;Transfer Bank;delivered;;;JNE
ORD000781;CUST0501;05/10/2023;348000;Bogor;Jawa Barat;14863;GoPay;delivered;;;Anteraja
ORD000782;CUST0792;19/03/2022;957000;Palembang;Sumatera Selatan;29392;GoPay;delivered;;;JNE
ORD000783;CUST0182;13/11/2022;837000;Bekasi;Jawa Barat;13265;Transfer Bank;delivered;;;SiCepat
ORD000784;CUST0049;09/01/2023;578000;Manado;Sulawesi Utara;44793;OVO;delivered;;;J&T
ORD000785;CUST0246;17/09/2024;149000;Depok;Jawa Barat;9618;Kartu Kredit;processing;;;SiCepat
ORD000786;CUST0103;13/05/2023;532968;Jakarta;DKI Jakarta;10234;GoPay;delivered;NEWUSER;15032;JNE
ORD000787;CUST0771;04/09/2024;546000;Yogyakarta;DI Yogyakarta;18219;GoPay;delivered;;;JNE
ORD000788;CUST0478;23/10/2024;449000;Palembang;Sumatera Selatan;29964;GoPay;delivered;;;JNE
ORD000789;CUST0800;30/08/2022;292697;Padang;Sumatera Barat;25870;GoPay;delivered;FLASHSALE;15303;J&T
ORD000790;CUST0784;25/10/2022;413475;Tangerang;Banten;11169;Kartu Kredit;delivered;FLASHSALE;35525;JNE
ORD000791;CUST0118;14/08/2024;479734;Bekasi;Jawa Barat;10935;GoPay;shipped;FLASHSALE;36266;SiCepat
ORD000792;CUST0110;25/07/2022;399000;Padang;Sumatera Barat;32911;Transfer Bank;delivered;;;J&T
ORD000793;CUST0538;27/05/2023;1496000;Yogyakarta;DI Yogyakarta;18975;Transfer Bank;shipped;;;Anteraja
ORD000794;CUST0391;07/07/2023;54451;Pontianak;Kalimantan Barat;28013;Transfer Bank;shipped;RAMADAN23;34549;JNE
ORD000795;CUST0191;04/04/2023;852700;Denpasar;Bali;28714;OVO;delivered;WEEKEND25;45300;Anteraja
ORD000796;CUST0579;29/09/2023;412684;Palembang;Sumatera Selatan;22357;Transfer Bank;delivered;NEWUSER;36316;SiCepat
ORD000797;CUST0747;25/02/2023;1398684;Palembang;Sumatera Selatan;24967;OVO;delivered;HARBOLNAS22;27316;Pos Indonesia
ORD000798;CUST0052;05/11/2023;409749;Semarang;Jawa Tengah;12671;GoPay;delivered;RAMADAN23;39251;J&T
ORD000799;CUST0714;21/07/2024;297661;Medan;Sumatera Utara;38555;GoPay;shipped;HARI BELANJA;49339;J&T
ORD000800;CUST0059;04/03/2023;547000;Balikpapan;Kalimantan Timur;31808;Transfer Bank;cancelled;;;SiCepat
ORD000801;CUST0010;07/08/2023;946000;Manado;Sulawesi Utara;43218;Kartu Kredit;cancelled;;;J&T
ORD000802;CUST0361;24/03/2023;54558;Bogor;Jawa Barat;10846;GoPay;delivered;NEWUSER;44442;J&T
ORD000803;CUST0707;19/11/2024;361081;Surabaya;Jawa Timur;15210;GoPay;cancelled;RAMADAN23;37919;SiCepat
ORD000804;CUST0506;23/11/2023;676653;Pekanbaru;Riau;28373;Transfer Bank;returned;HARBOLNAS22;30347;JNE
ORD000805;CUST0706;08/01/2024;428000;Malang;Jawa Timur;15338;OVO;shipped;;;J&T
ORD000806;CUST0241;18/10/2024;482064;Depok;Jawa Barat;10013;Transfer Bank;cancelled;FLASHSALE;16936;Pos Indonesia
ORD000807;CUST0449;27/02/2024;996000;Manado;Sulawesi Utara;44120;Transfer Bank;delivered;;;Anteraja
ORD000808;CUST0109;23/03/2024;527000;Malang;Jawa Timur;20644;Transfer Bank;shipped;;;J&T
ORD000809;CUST0569;04/04/2023;198000;Pekanbaru;Riau;25565;Kartu Kredit;shipped;;;JNE
ORD000810;CUST0637;14/10/2022;640948;Makassar;Sulawesi Selatan;35011;GoPay;processing;SALE2024;17052;J&T
ORD000811;CUST0472;11/04/2023;99000;Manado;Sulawesi Utara;44458;QRIS;delivered;;;J&T
ORD000812;CUST0197;01/02/2025;477000;Depok;Jawa Barat;10114;Transfer Bank;shipped;;;SiCepat
ORD000813;CUST0097;29/09/2024;766000;Makassar;Sulawesi Selatan;41826;Transfer Bank;processing;;;J&T
ORD000814;CUST0665;09/05/2024;308216;Surabaya;Jawa Timur;16528;Kartu Kredit;delivered;MEMBER10;38784;SiCepat
ORD000815;CUST0422;04/02/2023;1157000;Makassar;Sulawesi Selatan;38433;GoPay;delivered;;;J&T
ORD000816;CUST0724;15/04/2022;916000;Surabaya;Jawa Timur;14548;Kartu Kredit;delivered;;;SiCepat
ORD000817;CUST0028;13/06/2024;10638;Pontianak;Kalimantan Barat;32377;Transfer Bank;delivered;WEEKEND25;38362;Pos Indonesia
ORD000818;CUST0598;20/07/2024;29100;Depok;Jawa Barat;10375;OVO;delivered;NEWUSER;49900;J&T
ORD000819;CUST0694;26/10/2022;329000;Jakarta;DKI Jakarta;11252;GoPay;delivered;;;SiCepat
ORD000820;CUST0525;14/05/2024;360415;Bogor;Jawa Barat;12456;OVO;delivered;WEEKEND25;38585;JNE
ORD000821;CUST0627;17/01/2023;536000;Balikpapan;Kalimantan Timur;43244;GoPay;delivered;;;JNE
ORD000822;CUST0352;07/05/2022;2695000;Makassar;Sulawesi Selatan;43645;Transfer Bank;cancelled;;;JNE
ORD000823;CUST0492;08/01/2024;178000;Pekanbaru;Riau;31913;Kartu Kredit;delivered;;;J&T
ORD000824;CUST0337;04/08/2022;349000;Banjarmasin;Kalimantan Selatan;31299;Transfer Bank;processing;;;SiCepat
ORD000825;CUST0218;24/02/2025;292224;Jakarta;DKI Jakarta;10642;GoPay;delivered;HARBOLNAS22;36776;Pos Indonesia
ORD000826;CUST0718;28/12/2022;129000;Jakarta;DKI Jakarta;11572;Kartu Kredit;cancelled;;;J&T
ORD000827;CUST0083;26/04/2022;87649;Pontianak;Kalimantan Barat;41043;QRIS;shipped;WEEKEND25;31351;Anteraja
ORD000828;CUST0001;18/02/2024;302887;Semarang;Jawa Tengah;15460;QRIS;shipped;NEWUSER;34113;J&T
ORD000829;CUST0626;19/07/2024;1057000;Jakarta;DKI Jakarta;8076;Kartu Kredit;returned;;;JNE
ORD000830;CUST0235;02/05/2023;329000;Tangerang;Banten;11165;QRIS;processing;;;J&T
ORD000831;CUST0457;28/01/2022;19284;Malang;Jawa Timur;14456;QRIS;shipped;WEEKEND25;29716;JNE
ORD000832;CUST0527;21/01/2025;922534;Malang;Jawa Timur;20192;Transfer Bank;shipped;FLASHSALE;24466;J&T
ORD000833;CUST0020;01/02/2024;379339;Bandung;Jawa Barat;11157;GoPay;delivered;FLASHSALE;19661;SiCepat
ORD000834;CUST0726;17/06/2023;50568;Medan;Sumatera Utara;32779;Transfer Bank;delivered;MEMBER10;28432;J&T
ORD000835;CUST0217;13/05/2024;114701;Denpasar;Bali;29793;GoPay;shipped;NEWUSER;34299;JNE
ORD000836;CUST0451;16/02/2024;79000;Manado;Sulawesi Utara;44169;QRIS;delivered;;;JNE
ORD000837;CUST0473;06/07/2023;299000;Banjarmasin;Kalimantan Selatan;30226;GoPay;cancelled;;;J&T
ORD000838;CUST0568;27/02/2025;504532;Bekasi;Jawa Barat;13061;QRIS;cancelled;FLASHSALE;22468;SiCepat
ORD000839;CUST0457;29/05/2024;37524;Jakarta;DKI Jakarta;11941;Kartu Kredit;delivered;SALE2024;11476;J&T
ORD000840;CUST0492;03/06/2023;420581;Pekanbaru;Riau;29293;GoPay;delivered;HARBOLNAS22;47419;JNE
ORD000841;CUST0285;12/07/2024;987000;Bekasi;Jawa Barat;13147;Transfer Bank;shipped;;;SiCepat
ORD000842;CUST0671;08/06/2024;149000;Malang;Jawa Timur;15476;QRIS;cancelled;;;JNE
ORD000843;CUST0688;09/01/2024;1946000;Malang;Jawa Timur;21007;QRIS;shipped;;;JNE
ORD000844;CUST0080;25/12/2022;149000;Bogor;Jawa Barat;14650;OVO;delivered;;;J&T
ORD000845;CUST0515;26/08/2023;69000;Depok;Jawa Barat;12492;Transfer Bank;shipped;;;J&T
ORD000846;CUST0419;01/11/2024;514516;Medan;Sumatera Utara;32562;OVO;delivered;WEEKEND25;32484;SiCepat
ORD000847;CUST0615;17/01/2024;250272;Semarang;Jawa Tengah;12555;Transfer Bank;delivered;WEEKEND25;28728;JNE
ORD000848;CUST0018;22/08/2023;364353;Manado;Sulawesi Utara;40765;GoPay;cancelled;WEEKEND25;34647;JNE
ORD000849;CUST0034;15/05/2023;387826;Semarang;Jawa Tengah;16520;OVO;delivered;SALE2024;10174;J&T
ORD000850;CUST0193;10/05/2023;583621;Medan;Sumatera Utara;39699;OVO;shipped;FLASHSALE;15379;Anteraja
ORD000851;CUST0551;14/02/2025;69000;Banjarmasin;Kalimantan Selatan;36141;GoPay;delivered;;;JNE
ORD000852;CUST0009;12/09/2022;680206;Semarang;Jawa Tengah;15427;Kartu Kredit;delivered;SALE2024;17794;JNE
ORD000853;CUST0501;11/06/2024;1351999;Pontianak;Kalimantan Barat;28948;Kartu Kredit;delivered;FLASHSALE;44001;SiCepat
ORD000854;CUST0114;25/06/2023;358000;Tangerang;Banten;10762;GoPay;cancelled;;;JNE
ORD000855;CUST0561;24/01/2024;399000;Yogyakarta;DI Yogyakarta;14606;QRIS;delivered;;;JNE
ORD000856;CUST0178;04/03/2023;248655;Yogyakarta;DI Yogyakarta;16030;OVO;shipped;NEWUSER;29345;JNE
ORD000857;CUST0093;24/02/2025;874561;Bandung;Jawa Barat;11610;Transfer Bank;delivered;HARBOLNAS22;22439;SiCepat
ORD000858;CUST0061;01/05/2024;848000;Bekasi;Jawa Barat;13364;Transfer Bank;shipped;;;Anteraja
ORD000859;CUST0328;27/12/2023;29736;Makassar;Sulawesi Selatan;33889;OVO;delivered;RAMADAN23;19264;Pos Indonesia
ORD000860;CUST0417;11/02/2025;648000;Medan;Sumatera Utara;31831;GoPay;delivered;;;SiCepat
ORD000861;CUST0392;23/02/2025;478000;Pontianak;Kalimantan Barat;28282;Transfer Bank;processing;;;SiCepat
ORD000862;CUST0127;14/03/2023;738241;Makassar;Sulawesi Selatan;32489;OVO;shipped;NEWUSER;27759;J&T
ORD000863;CUST0509;03/12/2024;678000;Manado;Sulawesi Utara;32182;GoPay;delivered;;;SiCepat
ORD000864;CUST0051;05/03/2024;352530;Yogyakarta;DI Yogyakarta;18287;OVO;cancelled;NEWUSER;46470;JNE
ORD000865;CUST0475;20/01/2025;178000;Palembang;Sumatera Selatan;26837;GoPay;cancelled;;;SiCepat
ORD000866;CUST0024;30/03/2024;196733;Makassar;Sulawesi Selatan;38454;GoPay;processing;MEMBER10;41267;JNE
ORD000867;CUST0270;23/07/2023;748000;Bekasi;Jawa Barat;9341;OVO;delivered;;;Anteraja
ORD000868;CUST0210;11/07/2022;558000;Bandung;Jawa Barat;12903;GoPay;delivered;;;J&T
ORD000869;CUST0391;30/12/2023;682221;Pontianak;Kalimantan Barat;41591;Transfer Bank;delivered;HARBOLNAS22;15779;SiCepat
ORD000870;CUST0101;18/04/2024;398000;Semarang;Jawa Tengah;14289;GoPay;delivered;;;SiCepat
ORD000871;CUST0220;11/04/2024;1386000;Medan;Sumatera Utara;36813;OVO;cancelled;;;J&T
ORD000872;CUST0316;25/12/2022;432907;Depok;Jawa Barat;12765;Kartu Kredit;shipped;FLASHSALE;16093;Pos Indonesia
ORD000873;CUST0754;21/04/2023;1153350;Tangerang;Banten;13623;GoPay;delivered;WEEKEND25;44650;SiCepat
ORD000874;CUST0767;13/06/2024;482467;Palembang;Sumatera Selatan;24445;OVO;delivered;RAMADAN23;44533;SiCepat
ORD000875;CUST0224;07/06/2023;707000;Depok;Jawa Barat;13177;GoPay;delivered;;;SiCepat
ORD000876;CUST0626;11/02/2025;307000;Palembang;Sumatera Selatan;29858;QRIS;shipped;;;J&T
ORD000877;CUST0331;26/11/2024;329000;Depok;Jawa Barat;13912;OVO;cancelled;;;SiCepat
ORD000878;CUST0090;23/01/2025;1098000;Bandung;Jawa Barat;14313;GoPay;cancelled;;;Anteraja
ORD000879;CUST0668;20/10/2022;497000;Padang;Sumatera Barat;28213;GoPay;delivered;;;J&T
ORD000880;CUST0627;20/09/2023;1162048;Balikpapan;Kalimantan Timur;41839;Transfer Bank;processing;RAMADAN23;35952;J&T
ORD000881;CUST0197;25/02/2024;249000;Depok;Jawa Barat;13715;GoPay;shipped;;;JNE
ORD000882;CUST0763;20/11/2023;625000;Surabaya;Jawa Timur;15125;GoPay;delivered;;;SiCepat
ORD000883;CUST0035;07/04/2023;179000;Balikpapan;Kalimantan Timur;30082;Transfer Bank;cancelled;;;Anteraja
ORD000884;CUST0409;16/12/2023;107245;Bekasi;Jawa Barat;11833;GoPay;delivered;WEEKEND25;41755;Anteraja
ORD000885;CUST0274;21/02/2025;74220;Surabaya;Jawa Timur;16061;Transfer Bank;shipped;SALE2024;44780;SiCepat
ORD000886;CUST0358;21/12/2023;357000;Makassar;Sulawesi Selatan;43156;GoPay;shipped;;;JNE
ORD000887;CUST0665;18/04/2024;391939;Surabaya;Jawa Timur;12160;OVO;delivered;FLASHSALE;36061;Anteraja
ORD000888;CUST0490;10/05/2024;941448;Pontianak;Kalimantan Barat;28041;GoPay;shipped;HARI BELANJA;34552;SiCepat
ORD000889;CUST0380;22/10/2022;354921;Malang;Jawa Timur;16448;Transfer Bank;delivered;SALE2024;44079;SiCepat
ORD000890;CUST0778;17/04/2024;298000;Malang;Jawa Timur;16755;OVO;delivered;;;J&T
ORD000891;CUST0038;11/06/2023;179000;Bekasi;Jawa Barat;11157;OVO;shipped;;;SiCepat
ORD000892;CUST0105;26/07/2023;564340;Padang;Sumatera Barat;26307;OVO;processing;RAMADAN23;32660;JNE
ORD000893;CUST0216;15/08/2023;496000;Jakarta;DKI Jakarta;8208;OVO;delivered;;;Anteraja
ORD000894;CUST0270;27/02/2023;26547;Denpasar;Bali;31374;GoPay;delivered;NEWUSER;32453;J&T
ORD000895;CUST0277;21/12/2024;179000;Malang;Jawa Timur;14780;GoPay;delivered;;;SiCepat
ORD000896;CUST0550;12/06/2023;427000;Depok;Jawa Barat;13768;Kartu Kredit;processing;;;J&T
ORD000897;CUST0046;25/09/2023;849144;Medan;Sumatera Utara;37725;Transfer Bank;delivered;WEEKEND25;48856;JNE
ORD000898;CUST0456;09/02/2024;815265;Makassar;Sulawesi Selatan;38072;OVO;delivered;FLASHSALE;12735;SiCepat
ORD000899;CUST0531;31/08/2024;56953;Banjarmasin;Kalimantan Selatan;39696;Kartu Kredit;delivered;FLASHSALE;12047;J&T
ORD000900;CUST0675;15/02/2024;449000;Pontianak;Kalimantan Barat;34278;GoPay;processing;;;JNE
ORD000901;CUST0542;04/11/2023;536000;Semarang;Jawa Tengah;17764;Transfer Bank;shipped;;;J&T
ORD000902;CUST0412;07/06/2024;309217;Depok;Jawa Barat;12987;QRIS;delivered;HARBOLNAS22;39783;SiCepat
ORD000903;CUST0132;07/09/2022;65912;Depok;Jawa Barat;9699;QRIS;delivered;NEWUSER;13088;J&T
ORD000904;CUST0619;06/05/2023;657000;Yogyakarta;DI Yogyakarta;15537;QRIS;delivered;;;J&T
ORD000905;CUST0453;23/02/2024;547000;Malang;Jawa Timur;21891;Transfer Bank;shipped;;;Anteraja
ORD000906;CUST0374;13/03/2024;1136000;Banjarmasin;Kalimantan Selatan;30852;QRIS;delivered;;;Anteraja
ORD000907;CUST0070;28/09/2022;1047000;Balikpapan;Kalimantan Timur;36395;GoPay;delivered;;;JNE
ORD000908;CUST0171;22/11/2022;229000;Pekanbaru;Riau;24606;Kartu Kredit;delivered;;;JNE
ORD000909;CUST0342;13/05/2024;662114;Bekasi;Jawa Barat;12698;QRIS;shipped;RAMADAN23;44886;JNE
ORD000910;CUST0682;11/12/2024;847000;Bandung;Jawa Barat;13129;QRIS;delivered;;;Pos Indonesia
ORD000911;CUST0103;15/04/2024;337134;Bogor;Jawa Barat;14202;GoPay;delivered;SALE2024;20866;SiCepat
ORD000912;CUST0029;22/02/2025;89000;Yogyakarta;DI Yogyakarta;14624;Transfer Bank;delivered;;;JNE
ORD000913;CUST0399;17/01/2022;229000;Banjarmasin;Kalimantan Selatan;40742;GoPay;delivered;;;Anteraja
ORD000914;CUST0681;18/02/2023;276841;Surabaya;Jawa Timur;15809;GoPay;shipped;WEEKEND25;22159;J&T
ORD000915;CUST0097;10/01/2023;977394;Makassar;Sulawesi Selatan;43853;GoPay;delivered;NEWUSER;20606;SiCepat
ORD000916;CUST0397;11/11/2024;297000;Balikpapan;Kalimantan Timur;34205;OVO;delivered;;;JNE
ORD000917;CUST0624;26/07/2024;707000;Manado;Sulawesi Utara;32543;QRIS;shipped;;;SiCepat
ORD000918;CUST0723;22/02/2025;166556;Medan;Sumatera Utara;34049;Transfer Bank;cancelled;WEEKEND25;40444;J&T
ORD000919;CUST0012;04/03/2023;837000;Palembang;Sumatera Selatan;23097;OVO;shipped;;;J&T
ORD000920;CUST0004;14/02/2022;119000;Semarang;Jawa Tengah;12205;OVO;delivered;;;J&T
ORD000921;CUST0618;18/06/2023;598000;Manado;Sulawesi Utara;40249;Kartu Kredit;delivered;;;SiCepat
ORD000922;CUST0087;30/06/2023;49135;Malang;Jawa Timur;18701;Transfer Bank;shipped;RAMADAN23;19865;J&T
ORD000923;CUST0557;19/02/2023;1136000;Tangerang;Banten;13204;QRIS;delivered;;;J&T
ORD000924;CUST0505;28/01/2025;690300;Pontianak;Kalimantan Barat;28439;Transfer Bank;delivered;RAMADAN23;35700;J&T
ORD000925;CUST0260;25/04/2024;647000;Balikpapan;Kalimantan Timur;39097;OVO;delivered;;;J&T
ORD000926;CUST0684;01/01/2023;187000;Pontianak;Kalimantan Barat;31677;GoPay;cancelled;;;SiCepat
ORD000927;CUST0243;06/04/2022;80378;Malang;Jawa Timur;20481;GoPay;processing;FLASHSALE;17622;SiCepat
ORD000928;CUST0799;09/09/2022;1019027;Surabaya;Jawa Timur;16805;GoPay;cancelled;FLASHSALE;28973;J&T
ORD000929;CUST0167;20/08/2023;2425000;Medan;Sumatera Utara;34562;Kartu Kredit;delivered;;;J&T
ORD000930;CUST0402;12/08/2023;270413;Banjarmasin;Kalimantan Selatan;40176;GoPay;delivered;FLASHSALE;27587;JNE
ORD000931;CUST0697;19/04/2022;549000;Bandung;Jawa Barat;14157;Transfer Bank;shipped;;;J&T
ORD000932;CUST0741;06/10/2024;796000;Bogor;Jawa Barat;10554;Transfer Bank;delivered;;;J&T
ORD000933;CUST0384;07/11/2023;399000;Denpasar;Bali;26656;Transfer Bank;delivered;;;J&T
ORD000934;CUST0057;12/01/2025;387000;Semarang;Jawa Tengah;16537;OVO;delivered;;;SiCepat
ORD000935;CUST0172;08/03/2023;578000;Padang;Sumatera Barat;36719;Transfer Bank;processing;;;JNE
ORD000936;CUST0726;19/07/2024;549000;Denpasar;Bali;31595;Transfer Bank;cancelled;;;J&T
ORD000937;CUST0402;20/03/2023;869174;Banjarmasin;Kalimantan Selatan;30237;GoPay;delivered;FLASHSALE;28826;SiCepat
ORD000938;CUST0545;08/06/2023;329000;Balikpapan;Kalimantan Timur;39480;OVO;processing;;;J&T
ORD000939;CUST0147;11/01/2024;89000;Jakarta;DKI Jakarta;9818;GoPay;returned;;;Pos Indonesia
ORD000940;CUST0435;15/11/2024;1255000;Depok;Jawa Barat;9224;OVO;delivered;;;SiCepat
ORD000941;CUST0637;18/02/2025;1003698;Makassar;Sulawesi Selatan;36794;QRIS;returned;HARI BELANJA;23302;SiCepat
